name,colors,types,price,tags
Aegis Turtle,['U'],['Creature'],0.07,[]
Aeolipile,['C'],['Artifact'],0.04,[]
Aeon Chronicler,['U'],['Creature'],0.02,[]
Aeon Engine,['C'],['Artifact'],0.03,[]
Aerathi Berserker,['R'],['Creature'],,[]
Aerial Assault,['W'],['Sorcery'],,[]
Aerial Boost,['W'],['Instant'],0.03,[]
Aerial Caravan,['U'],['Creature'],0.02,[]
Aerial Engineer,"['U', 'W']",['Creature'],0.04,[]
Aerial Extortionist,['W'],['Creature'],4.35,[]
Aerial Formation,['U'],['Instant'],0.04,[]
Aerial Guide,['U'],['Creature'],0.03,[]
Aerial Maneuver,['W'],['Instant'],0.04,[]
Aerial Modification,['W'],['Enchantment'],0.03,[]
Aerial Predation,['G'],['Instant'],0.06,[]
Aerial Responder,['W'],['Creature'],,[]
Aerial Surveyor,['W'],['Artifact'],2.45,[]
Aerial Volley,['G'],['Instant'],0.03,[]
Aerie Auxiliary,['W'],['Creature'],0.03,[]
Aerie Bowmasters,['G'],['Creature'],0.03,[]
Aerie Mystics,['W'],['Creature'],,[]
Aerie Ouphes,['G'],['Creature'],0.03,[]
Aerie Worshippers,['U'],['Creature'],0.04,[]
Aeromoeba,['U'],['Creature'],0.03,[]
Aeromunculus,"['G', 'U']",['Creature'],0.03,[]
Aeronaut Admiral,['W'],['Creature'],,[]
Aeronaut Cavalry,['W'],['Creature'],0.03,[]
Aeronaut Tinkerer,['U'],['Creature'],0.03,[]
Aeronaut's Wings,['C'],['Artifact'],0.03,[]
"Aesi, Tyrant of Gyre Strait","['G', 'U']",['Creature'],4.54,[]
Aesthir Glider,['C'],"['Artifact', 'Creature']",0.04,[]
Aether Barrier,['U'],['Enchantment'],0.63,[]
Aether Burst,['U'],['Instant'],0.04,[]
Aether Channeler,['U'],['Creature'],0.02,[]
Aether Charge,['R'],['Enchantment'],0.04,[]
Aether Chaser,['R'],['Creature'],0.03,[]
Aether Flash,['R'],['Enchantment'],0.04,[]
Aether Gale,['U'],['Sorcery'],0.39,[]
Aether Gust,['U'],['Instant'],0.03,[]
Aether Helix,"['G', 'U']",['Sorcery'],0.03,[]
Aether Herder,['G'],['Creature'],0.04,[]
Aether Hub,['C'],['Land'],0.03,[]
Aether Inspector,['W'],['Creature'],0.04,[]
Aether Meltdown,['U'],['Enchantment'],0.03,[]
Aether Mutation,"['G', 'U']",['Sorcery'],0.09,[]
Aether Poisoner,['B'],['Creature'],0.03,[]
Aether Refinery,['R'],['Artifact'],3.12,[]
Aether Revolt,['R'],['Enchantment'],0.02,[]
Aether Rift,"['G', 'R']",['Enchantment'],0.03,[]
Aether Searcher,['C'],"['Artifact', 'Creature']",,[]
Aether Shockwave,['W'],['Instant'],0.03,[]
Aether Snap,['B'],['Sorcery'],,[]
Aether Spellbomb,['C'],['Artifact'],,['card-advantage']
Aether Spike,['U'],['Instant'],0.03,[]
Aether Sting,['R'],['Enchantment'],0.04,[]
Aether Storm,['U'],['Enchantment'],0.06,[]
Aether Swooper,['U'],['Creature'],0.04,['evasion']
Aether Syphon,['U'],['Artifact'],0.03,['card-advantage']
Aether Theorist,['U'],['Creature'],0.03,[]
Aether Tide,['U'],['Sorcery'],0.06,[]
Aether Tradewinds,['U'],['Instant'],0.04,[]
Aether Tunnel,['U'],['Enchantment'],0.03,[]
Aether Vial,['C'],['Artifact'],5.18,[]
Aether Web,['G'],['Enchantment'],0.03,[]
Aetherborn Marauder,['B'],['Creature'],0.04,[]
Aetherflame Wall,['R'],['Creature'],0.03,[]
Aetherflux Conduit,['C'],['Artifact'],2.44,[]
Aetherflux Reservoir,['C'],['Artifact'],0.02,[]
Aethergeode Miner,['W'],['Creature'],0.02,[]
Aetheric Amplifier,['C'],['Artifact'],1.41,[]
Aetherize,['U'],['Instant'],0.03,[]
Aetherjacket,['C'],"['Artifact', 'Creature']",0.03,[]
Aetherling,['U'],['Creature'],0.02,[]
Aethermage's Touch,"['U', 'W']",['Instant'],0.04,['card-advantage']
Aetherplasm,['U'],['Creature'],0.04,[]
Aethershield Artificer,['W'],['Creature'],0.03,[]
Aethersnatch,['U'],['Instant'],,[]
Aethersnipe,['U'],['Creature'],0.04,[]
Aethersphere Harvester,['C'],['Artifact'],0.02,[]
Aetherspouts,['U'],['Instant'],,[]
Aethersquall Ancient,['U'],['Creature'],0.02,['evasion']
Aetherstorm Roc,['W'],['Creature'],0.02,['evasion']
Aetherstream Leopard,['G'],['Creature'],0.04,[]
Aethertide Whale,['U'],['Creature'],0.02,['evasion']
Aethertorch Renegade,['R'],['Creature'],0.03,[]
Aethertow,"['U', 'W']",['Instant'],0.05,[]
Aetherwind Basker,['G'],['Creature'],0.02,[]
Aetherworks Marvel,['C'],['Artifact'],0.12,[]
"Aeve, Progenitor Ooze",['G'],['Creature'],0.02,[]
Affa Guard Hound,['W'],['Creature'],,[]
Affa Protector,['W'],['Creature'],0.04,[]
Affectionate Indrik,['G'],['Creature'],0.01,['removal']
Afflict,['B'],['Instant'],0.03,"['card-advantage', 'removal']"
Afiya Grove,['G'],['Enchantment'],0.03,[]
Afterburner Expert,['G'],['Creature'],0.02,[]
Afterlife,['W'],['Instant'],0.04,['removal']
Afterlife Insurance,"['B', 'W']",['Instant'],0.66,['card-advantage']
Aftermath Analyst,['G'],['Creature'],0.41,[]
Aftershock,['R'],['Sorcery'],0.06,"['removal', 'card-names']"
Agadeem Occultist,['B'],['Creature'],0.02,[]
Against All Odds,['W'],['Sorcery'],0.03,['card-names']
Agate Assault,['R'],['Sorcery'],0.03,"['removal', 'card-names']"
Agate Instigator,['R'],['Creature'],7.57,[]
Agate-Blade Assassin,['B'],['Creature'],0.03,['card-names']
Agatha of the Vile Cauldron,"['G', 'R']",['Creature'],0.07,[]
Agatha's Champion,['G'],['Creature'],0.03,"['removal', 'card-names']"
Agatha's Soul Cauldron,['C'],['Artifact'],16.12,['card-names']
Ageless Entity,['G'],['Creature'],,[]
Ageless Guardian,['W'],['Creature'],0.03,[]
Ageless Sentinels,['W'],['Creature'],0.02,['evasion']
Agency Coroner,['B'],['Creature'],0.03,['card-advantage']
Agency Outfitter,['U'],['Creature'],0.03,['evasion']
Agent Frank Horrigan,"['B', 'G']",['Creature'],0.54,[]
Agent of Acquisitions,['C'],"['Artifact', 'Creature']",,['card-names']
Agent of Erebos,['B'],"['Enchantment', 'Creature']",0.03,['card-names']
Agent of Horizons,['G'],['Creature'],0.04,['evasion']
Agent of Masks,"['B', 'W']",['Creature'],0.03,[]
Agent of Raffine,['U'],['Creature'],,[]
Agent of Shauku,['B'],['Creature'],0.12,['card-names']
Agent of Stromgald,['R'],['Creature'],,['card-names']
Agent of the Fates,['B'],['Creature'],0.02,['removal']
Agent of the Iron Throne,['B'],['Enchantment'],3.15,[]
Agent of the Shadow Thieves,['B'],['Enchantment'],1.12,[]
Agent of Treachery,['U'],['Creature'],0.07,['card-advantage']
Agent's Toolkit,"['G', 'U']",['Artifact'],,['card-advantage']
Aggravate,['R'],['Instant'],0.04,['card-names']
Aggravated Assault,['R'],['Enchantment'],0.08,['card-names']
Aggression,['R'],['Enchantment'],,"['removal', 'card-names']"
Aggressive Biomancy,"['G', 'U']",['Sorcery'],0.66,"['removal-creature', 'removal']"
Aggressive Mammoth,['G'],['Creature'],,[]
Aggressive Mining,['R'],['Enchantment'],0.02,['card-advantage']
Aggressive Sabotage,['B'],['Sorcery'],0.03,[]
Aggressive Urge,['G'],['Instant'],,['card-advantage']
Agility,['R'],['Enchantment'],0.12,['card-names']
Agility Bobblehead,['C'],['Artifact'],1.13,['evasion']
Agitator Ant,['R'],['Creature'],0.9,['card-names']
Agonasaur Rex,['G'],['Creature'],0.02,['card-advantage']
Agonizing Memories,['B'],['Sorcery'],0.04,[]
Agonizing Remorse,['B'],['Sorcery'],0.03,[]
Agonizing Syphon,['B'],['Sorcery'],,"['removal-creature', 'removal']"
Agony Warp,"['B', 'U']",['Instant'],0.04,"['removal-creature', 'removal']"
"Agrus Kos, Eternal Soldier",['W'],['Creature'],,[]
"Agrus Kos, Spirit of Justice","['R', 'W']",['Creature'],0.09,"['evasion', 'removal-creature', 'removal']"
"Agrus Kos, Wojek Veteran","['R', 'W']",['Creature'],0.02,[]
Ahn-Crop Champion,"['G', 'W']",['Creature'],0.03,"['cycle', 'card-names']"
Ahn-Crop Crasher,['R'],['Creature'],0.03,['card-names']
Ahn-Crop Invader,['R'],['Creature'],0.03,[]
Aid from the Cowl,['G'],['Enchantment'],0.05,[]
Aid the Fallen,['B'],['Sorcery'],0.03,['card-advantage']
Aim for the Head,['B'],['Sorcery'],0.03,"['removal-creature', 'removal']"
Aim High,['G'],['Instant'],,[]
Ainok Artillerist,['G'],['Creature'],0.03,['card-names']
Ainok Bond-Kin,['W'],['Creature'],0.04,[]
Ainok Guide,['G'],['Creature'],0.03,['cycle']
Ainok Survivalist,['G'],['Creature'],0.1,['removal']
Ainok Tracker,['R'],['Creature'],0.03,[]
Air Bladder,['U'],['Enchantment'],0.04,['evasion']
Air Elemental,['U'],['Creature'],0.05,['evasion']
Air Marshal,['U'],['Creature'],0.03,[]
Air Response Unit,['W'],['Artifact'],0.01,['evasion']
Air Servant,['U'],['Creature'],0.06,"['evasion', 'cycle']"
Air-Cult Elemental,['U'],['Creature'],0.03,"['evasion', 'removal-creature', 'removal']"
Airborne Aid,['U'],['Sorcery'],0.04,"['card-advantage', 'card-names']"
Airdrop Aeronauts,['W'],['Creature'],0.05,"['evasion', 'card-names']"
Airdrop Condor,['R'],['Creature'],0.06,"['evasion', 'removal-creature', 'removal']"
Airlift Chaplain,['W'],['Creature'],0.03,"['evasion', 'card-advantage', 'cycle']"
Airtight Alibi,['G'],['Enchantment'],0.03,['card-names']
Aisha of Sparks and Smoke,['R'],['Creature'],,['card-names']
Aisling Leprechaun,['G'],['Creature'],,[]
Ajani Fells the Godsire,['W'],['Enchantment'],0.03,"['removal-creature', 'removal', 'cycle', 'card-names']"
Ajani Goldmane,['W'],['Planeswalker'],0.03,['cycle']
Ajani Steadfast,['W'],['Planeswalker'],0.21,['cycle']
Ajani Unyielding,"['G', 'W']",['Planeswalker'],,"['removal-creature', 'card-advantage', 'removal']"
"Ajani, Adversary of Tyrants",['W'],['Planeswalker'],0.02,"['cycle', 'card-names']"
"Ajani, Caller of the Pride",['W'],['Planeswalker'],0.02,"['evasion', 'cycle']"
"Ajani, Inspiring Leader",['W'],['Planeswalker'],0.02,"['removal-creature', 'removal', 'cycle']"
"Ajani, Mentor of Heroes","['G', 'W']",['Planeswalker'],0.02,['card-advantage']
"Ajani, Sleeper Agent","['G', 'W']",['Planeswalker'],0.07,"['card-advantage', 'card-names']"
"Ajani, Strength of the Pride",['W'],['Planeswalker'],0.13,['cycle']
"Ajani, the Greathearted","['G', 'W']",['Planeswalker'],0.02,[]
"Ajani, Valiant Protector","['G', 'W']",['Planeswalker'],0.03,['card-advantage']
"Ajani, Wise Counselor",['W'],['Planeswalker'],,['cycle']
Ajani's Aid,"['G', 'W']",['Enchantment'],0.68,"['cycle', 'card-names']"
Ajani's Chosen,['W'],['Creature'],,"['cycle', 'card-names']"
Ajani's Comrade,['G'],['Creature'],0.06,['card-names']
Ajani's Influence,['W'],['Sorcery'],0.14,"['card-advantage', 'cycle', 'card-names']"
Ajani's Last Stand,['W'],['Enchantment'],0.02,"['cycle', 'card-names']"
Ajani's Presence,['W'],['Instant'],0.03,"['cycle', 'card-names']"
Ajani's Pridemate,['W'],['Creature'],0.03,"['cycle', 'card-names']"
Ajani's Sunstriker,['W'],['Creature'],,"['cycle', 'card-names']"
Ajani's Welcome,['W'],['Enchantment'],0.03,['card-names']
"Akal Pakal, First Among Equals",['U'],['Creature'],0.02,"['card-advantage', 'card-names']"
"Akawalli, the Seething Tower","['B', 'G']",['Creature'],0.03,['evasion']
"Akim, the Soaring Wind","['R', 'U', 'W']",['Creature'],0.47,"['evasion', 'cycle']"
"Akiri, Fearless Voyager","['R', 'W']",['Creature'],0.04,"['card-advantage', 'cycle']"
"Akiri, Line-Slinger","['R', 'W']",['Creature'],,['cycle']
Akki Avalanchers,['R'],['Creature'],0.03,['card-names']
Akki Battle Squad,['R'],['Creature'],3.57,[]
Akki Blizzard-Herder,['R'],['Creature'],0.03,[]
Akki Drillmaster,['R'],['Creature'],0.03,[]
Akki Ember-Keeper,['R'],"['Enchantment', 'Creature']",0.03,[]
"Akki Lavarunner // Tok-Tok, Volcano Born",['R'],['Creature'],0.02,"['evasion', 'cycle', 'card-names']"
Akki Raider,['R'],['Creature'],0.04,[]
Akki Rockspeaker,['R'],['Creature'],0.04,[]
Akki Ronin,['R'],['Creature'],0.03,['card-advantage']
Akki Scrapchomper,['R'],['Creature'],0.03,['card-advantage']
Akki Underling,['R'],['Creature'],0.04,[]
Akki Underminer,['R'],['Creature'],0.03,"['removal-creature', 'removal']"
Akki War Paint,['R'],['Enchantment'],0.03,[]
Akoum Battlesinger,['R'],['Creature'],0.03,[]
Akoum Boulderfoot,['R'],['Creature'],0.03,"['removal-creature', 'removal']"
Akoum Firebird,['R'],['Creature'],0.02,['evasion']
Akoum Flameseeker,['R'],['Creature'],0.03,['card-advantage']
Akoum Hellhound,['R'],['Creature'],0.03,[]
Akoum Hellkite,['R'],['Creature'],,"['evasion', 'removal-creature', 'removal', 'cycle']"
Akoum Refuge,['C'],['Land'],,['cycle']
Akoum Stonewaker,['R'],['Creature'],0.03,[]
Akrasan Squire,['W'],['Creature'],0.03,['cycle']
Akroan Conscriptor,['R'],['Creature'],0.03,[]
Akroan Crusader,['R'],['Creature'],0.04,[]
Akroan Hoplite,"['R', 'W']",['Creature'],,['cycle']
Akroan Horse,['C'],"['Artifact', 'Creature']",,[]
Akroan Jailer,['W'],['Creature'],0.03,[]
Akroan Line Breaker,['R'],['Creature'],0.04,['evasion']
Akroan Mastiff,['W'],['Creature'],0.03,[]
Akroan Phalanx,['W'],['Creature'],0.04,['cycle']
Akroan Sergeant,['R'],['Creature'],0.03,['flavors-of-vanilla']
Akroan Skyguard,['W'],['Creature'],0.03,['evasion']
"Akroma, Angel of Fury",['R'],['Creature'],0.26,"['evasion', 'cycle', 'card-names']"
"Akroma, Angel of Wrath",['W'],['Creature'],,"['evasion', 'card-names']"
"Akroma, Vision of Ixidor",['W'],['Creature'],4.75,"['evasion', 'cycle', 'card-names']"
Akroma's Blessing,['W'],['Instant'],0.04,"['evasion', 'card-advantage', 'card-names']"
Akroma's Devoted,['W'],['Creature'],0.04,['card-names']
Akroma's Memorial,['C'],['Artifact'],0.15,"['evasion', 'card-names']"
Akroma's Vengeance,['W'],['Sorcery'],,"['card-advantage', 'card-names']"
Akroma's Will,['W'],['Instant'],12.04,"['cycle', 'card-names']"
Akron Legionnaire,['W'],['Creature'],0.02,[]
Aku Djinn,['B'],['Creature'],0.02,[]
Akul the Unrepentant,"['B', 'R']",['Creature'],0.02,['evasion']
"Akuta, Born of Ash",['B'],['Creature'],0.02,['card-names']
Al-abara's Carpet,['C'],['Artifact'],0.02,['card-names']
Alabaster Dragon,['W'],['Creature'],0.02,['evasion']
Alabaster Host Intercessor,['W'],['Creature'],0.03,"['removal-creature', 'removal', 'cycle']"
Alabaster Host Sanctifier,['W'],['Creature'],0.03,['flavors-of-vanilla']
Alabaster Kirin,['W'],['Creature'],0.04,"['evasion', 'flavors-of-vanilla']"
Alabaster Leech,['W'],['Creature'],0.02,['cycle']
Alabaster Mage,['W'],['Creature'],0.04,['cycle']
Alabaster Potion,['W'],['Instant'],0.04,[]
Alabaster Wall,['W'],['Creature'],0.04,['cycle']
Alaborn Grenadier,['W'],['Creature'],,['flavors-of-vanilla']
Alaborn Musketeer,['W'],['Creature'],0.06,['flavors-of-vanilla']
Alaborn Trooper,['W'],['Creature'],0.06,[]
Alaborn Veteran,['W'],['Creature'],,[]
Alaborn Zealot,['W'],['Creature'],,"['removal-creature', 'removal']"
Alacrian Armory,['W'],['Artifact'],0.03,['card-names']
Alacrian Jaguar,['G'],['Creature'],0.01,[]
Aladdin,['R'],['Creature'],0.02,[]
Aladdin's Lamp,['C'],['Artifact'],,"['card-advantage', 'card-names']"
Aladdin's Ring,['C'],['Artifact'],0.02,"['removal-creature', 'removal', 'card-names']"
"Alandra, Sky Dreamer",['U'],['Creature'],9.48,[]
"Alania, Divergent Storm","['R', 'U']",['Creature'],0.02,[]
Alania's Pathmaker,['R'],['Creature'],0.03,"['card-advantage', 'flavors-of-vanilla', 'card-names']"
Alarum,['W'],['Instant'],0.09,['card-names']
Alaundo the Seer,"['G', 'U']",['Creature'],,['card-advantage']
"Alberix, the Trade Planet",['U'],['Enchantment'],,['card-advantage']
"Albiorix, Goose Tyrant // Wild Goose Chase","['G', 'U']",['Creature'],,"['evasion', 'card-advantage']"
Alchemist's Apprentice,['U'],['Creature'],0.03,"['card-advantage', 'card-names']"
Alchemist's Gambit,['R'],['Sorcery'],0.02,['cycle']
Alchemist's Gift,['B'],['Instant'],0.03,[]
Alchemist's Greeting,['R'],['Sorcery'],,"['removal-creature', 'removal']"
Alchemist's Refuge,['C'],['Land'],0.13,['cycle']
Alchemist's Retrieval,['U'],['Instant'],0.03,"['removal-creature', 'removal']"
Alchemist's Talent,['R'],['Enchantment'],19.74,[]
Alchemist's Vial,['C'],['Artifact'],0.03,['card-advantage']
Alchor's Tomb,['C'],['Artifact'],0.02,['card-names']
Aleatory,['R'],['Instant'],0.04,"['card-advantage', 'card-names']"
"Alela, Artful Provocateur","['B', 'U', 'W']",['Creature'],,"['evasion', 'cycle', 'card-names']"
"Alela, Cunning Conqueror","['B', 'U']",['Creature'],0.75,"['evasion', 'card-names']"
"Alena, Kessig Trapper",['R'],['Creature'],0.04,['cycle']
Alert Heedbonder,"['G', 'W']",['Creature'],0.03,['cycle']
Alert Shu Infantry,['W'],['Creature'],,['flavors-of-vanilla']
"Alesha, Who Laughs at Fate","['B', 'R']",['Creature'],0.02,[]
"Alesha, Who Smiles at Death",['R'],['Creature'],0.38,['cycle']
Alesha's Vanguard,['B'],['Creature'],0.03,"['flavors-of-vanilla', 'card-names']"
"Alexi, Zephyr Mage",['U'],['Creature'],0.08,"['removal-creature', 'removal', 'cycle']"
Alexi's Cloak,['U'],['Enchantment'],0.04,"['cycle', 'card-names']"
"Alexios, Deimos of Kosmos",['R'],['Creature'],0.87,['card-names']
Algae Gharial,['G'],['Creature'],0.04,['cycle']
"Alhammarret, High Arbiter",['U'],['Creature'],0.02,"['evasion', 'cycle', 'card-names']"
Alhammarret's Archive,['C'],['Artifact'],0.2,['card-names']
"Alharu, Solemn Ritualist",['W'],['Creature'],0.04,['cycle']
Ali Baba,['R'],['Creature'],,[]
Ali from Cairo,['R'],['Creature'],0.02,[]
Aliban's Tower,['R'],['Instant'],,['card-names']
"Alibou, Ancient Witness","['R', 'W']","['Artifact', 'Creature']",,"['removal-creature', 'removal', 'cycle', 'card-names']"
Aligned Hedron Network,['C'],['Artifact'],0.02,"['removal-creature', 'removal']"
"Alirios, Enraptured",['U'],['Creature'],0.03,[]
"Alistair, the Brigadier","['G', 'U', 'W']",['Creature'],,[]
All Hallow's Eve,['B'],['Sorcery'],0.02,[]
All Is Dust,['C'],"['Kindred', 'Sorcery']",2.55,[]
"All of History, All at Once",['U'],['Sorcery'],,"['alliteration', 'alliteration', 'flavors-of-vanilla', 'card-names']"
All Suns' Dawn,['G'],['Sorcery'],0.02,['card-advantage']
All That Glitters,['W'],['Enchantment'],0.05,[]
All Will Be One,['R'],['Enchantment'],0.25,"['removal-creature', 'removal', 'card-names']"
All-Seeing Arbiter,['U'],['Creature'],0.02,"['evasion', 'alliteration', 'alliteration', 'card-advantage', 'card-names']"
All-Star Kicker,['R'],['Creature'],,['card-names']
Allay,['W'],['Instant'],0.04,"['removal', 'card-names']"
Alley Assailant,['B'],['Creature'],0.03,"['alliteration', 'alliteration', 'card-names']"
Alley Evasion,['W'],['Instant'],0.03,[]
Alley Grifters,['B'],['Creature'],0.04,[]
Alley Strangler,['B'],['Creature'],0.03,"['evasion', 'flavors-of-vanilla']"
Alliance of Arms,['W'],['Sorcery'],0.36,"['alliteration', 'alliteration', 'cycle', 'card-names']"
Allied Assault,['W'],['Instant'],0.03,"['alliteration', 'alliteration', 'card-names']"
Allied Reinforcements,['W'],['Sorcery'],0.03,[]
Allosaurus Shepherd,['G'],['Creature'],4.82,[]
Alloy Animist,['G'],['Creature'],0.03,"['alliteration', 'alliteration', 'card-names']"
Alloy Golem,['C'],"['Artifact', 'Creature']",0.09,[]
Alloy Myr,['C'],"['Artifact', 'Creature']",,[]
Allure of the Unknown,"['B', 'R']",['Sorcery'],0.02,['card-advantage']
Alluring Scent,['G'],['Sorcery'],0.04,[]
Alluring Siren,['U'],['Creature'],0.03,[]
Ally Encampment,['C'],['Land'],0.02,[]
Almighty Brushwagg,['G'],['Creature'],0.03,[]
Almost Perfect,"['G', 'W']",['Enchantment'],0.48,[]
Alms,['W'],['Enchantment'],0.09,['card-names']
Alms Beast,"['B', 'W']",['Creature'],0.02,[]
Alms Collector,['W'],['Creature'],2.05,['card-advantage']
Alms of the Vein,['B'],['Sorcery'],0.03,[]
Aloe Alchemist,['G'],['Creature'],0.03,"['alliteration', 'alliteration', 'card-names']"
"Alora, Cheerful Assassin","['B', 'U']",['Creature'],,"['alliteration', 'alliteration', 'cycle', 'card-names']"
"Alora, Cheerful Mastermind","['U', 'W']",['Creature'],,['cycle']
"Alora, Cheerful Scout","['G', 'U']",['Creature'],,['cycle']
"Alora, Cheerful Swashbuckler","['R', 'U']",['Creature'],,['cycle']
"Alora, Cheerful Thief",['U'],['Creature'],,['cycle']
"Alora, Merry Thief",['U'],['Creature'],2.57,['cycle']
"Alora, Rogue Companion",['U'],['Creature'],,['cycle']
Alpha Authority,['G'],['Enchantment'],0.03,"['evasion', 'alliteration', 'alliteration', 'card-names']"
Alpha Brawl,['R'],['Sorcery'],0.02,[]
Alpha Deathclaw,"['B', 'G']",['Creature'],7.86,"['evasion', 'removal-creature', 'removal']"
Alpha Kavu,['G'],['Creature'],0.09,[]
Alpha Myr,['C'],"['Artifact', 'Creature']",0.03,[]
Alpha Status,['G'],['Enchantment'],0.04,[]
Alpha Tyrranax,['G'],['Creature'],0.03,['cycle']
Alpine Grizzly,['G'],['Creature'],0.03,[]
Alpine Guide,['R'],['Creature'],0.03,[]
Alpine Houndmaster,"['R', 'W']",['Creature'],0.03,['cycle']
Alpine Meadow,['C'],['Land'],0.03,['cycle']
Alpine Moon,['R'],['Enchantment'],0.02,[]
Alpine Watchdog,['W'],['Creature'],0.03,['flavors-of-vanilla']
"Alquist Proft, Master Sleuth","['U', 'W']",['Creature'],0.39,['card-advantage']
Alrund's Epiphany,['U'],['Sorcery'],0.13,"['cycle', 'card-names']"
Alseid of Life's Bounty,['W'],"['Enchantment', 'Creature']",0.03,['cycle']
